22020	0	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22209	1	3	3	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	0	5
22900	999	4	4	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1
24601	1	8	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	999
27243	0	999	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
999	1	3	3	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3
22000	0	2	2	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	2
22001	1	999	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22002	0	2	2	1	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1
22004	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2
22005	1	2	2	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	4
22006	1	3	3	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
22007	0	3	3	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1
22009	0	2	2	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	1	2
22011	1	3	3	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	2
22013	1	7	5	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	4
22015	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2
22016	0	7	5	0	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	2
22018	1	4	4	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	4
22021	1	3	3	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	5
22040	1	3	3	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1
22103	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2
22106	0	7	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
22107	0	3	3	0	1	0	1	0	0	0	0	1	0	0	0	999	0	0	1	2
22108	0	3	3	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	2
22110	1	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22112	1	2	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2
22113	1	7	5	1	0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	2
22204	1	7	5	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	0	3
22205	1	2	2	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	2
22206	0	3	3	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2
22211	1	999	5	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	2
22212	1	3	3	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	5
22214	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
22218	1	2	2	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1
22219	0	2	2	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1
22220	1	3	3	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1
22221	1	2	2	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	4
22223	999	3	3	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	2
22224	1	2	2	0	0	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1
22302	0	7	5	1	0	1	0	1	1	1	1	1	1	0	0	1	0	1	0	2
22303	0	5	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
22304	1	3	3	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	2
22305	0	999	4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22307	1	2	2	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	4
22308	1	7	5	1	0	1	999	1	0	0	0	0	1	1	1	0	1	0	1	1
22310	1	2	2	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	2
22311	1	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22312	0	7	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3
22313	0	3	3	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1
22314	0	2	2	1	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	2
22315	1	3	3	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	4
22317	1	2	2	1	0	1	1	0	1	1	0	0	0	0	1	1	1	1	1	2
22320	0	3	3	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1
22321	1	3	3	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	2
22342	999	3	3	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	5
22400	1	3	3	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	1	3
22401	1	7	5	0	0	0	0	0	0	1	0	0	0	0	0	0	999	999	1	1
22403	1	3	3	1	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	4
22407	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
22408	0	3	3	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	4
22409	0	2	2	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	2
22410	1	2	2	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	3
22411	1	3	3	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1
22412	1	3	3	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	2
22414	0	2	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
22440	0	2	2	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1
22442	0	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22445	0	2	2	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	4
22500	0	7	5	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1
22501	1	999	2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22502	1	2	2	1	0	0	1	1	0	0	1	0	1	0	0	1	1	1	1	2
22504	0	2	2	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1	2
22505	0	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22506	0	999	5	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2
22508	0	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22509	1	3	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
22510	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1
22511	1	2	2	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	3
22512	1	2	2	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	4
22513	0	6	5	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	2
22516	1	7	5	0	0	1	0	0	0	1	1	1	1	1	0	1	1	0	0	3
22540	0	2	2	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1
22541	0	2	2	1	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1
22544	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
22602	1	3	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3
22606	1	2	2	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	2
22608	1	3	3	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	3
22610	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3
22613	1	3	3	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	4
22614	1	2	2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22615	1	3	3	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	3
22616	1	3	3	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	4
22642	0	2	2	1	0	1	999	1	0	0	1	1	1	1	1	1	1	0	1	999
22700	1	999	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22704	0	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22705	1	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22707	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
22708	1	7	5	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	2
22709	1	3	3	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	4
22710	1	7	5	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	4
22711	1	2	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	4
22715	1	999	2	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
22718	0	3	3	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	2
22719	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
22740	0	7	5	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	2
22742	0	2	2	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	1	4
22800	0	3	3	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	2
22801	1	5	2	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0	4
22803	0	2	2	0	0	0	0	1	0	1	1	1	0	1	1	0	0	1	1	3
22804	1	7	5	1	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	2
22806	1	7	5	1	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	4
22808	0	8	5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2
22812	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2
22814	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
22815	1	2	2	0	0	1	1	0	0	0	1	0	1	0	0	0	0	1	1	2
22816	1	4	4	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	3
22820	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
22821	1	999	3	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23001	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	999
23003	1	2	2	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	3
23010	0	4	4	0	1	1	1	1	0	0	1	1	1	1	1	1	999	0	0	3
23020	0	5	2	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	2
23029	1	999	4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23108	1	999	4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23118	0	2	2	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	2
23122	1	999	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23201	0	5	2	1	0	1	1	1	0	1	0	0	0	0	1	1	0	1	1	2
23206	1	999	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23207	1	999	4	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23208	0	4	4	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	999	999
23214	0	7	5	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1
23216	0	999	5	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999	999
23217	0	5	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3
23227	0	4	4	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	999
23301	0	3	3	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	4
23305	1	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1
23309	1	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
23313	1	4	4	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
23320	0	999	5	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1
