id,FEMALE,studyethraw,ETHN_CMP,do1,do2,do3,do4,do5,do6,do7,psolv1,psolv2,psolv3,psolv4,psolv5,psolv6,psolv7,psolv8,SOC_STRS,BOTHR_U,negmood1,posmood1
26413,1,7,5,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,3,2.8,2.6
26414,1,2,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1.6,2.2
26417,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2.4,2.6
26420,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26603,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26605,1,4,4,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,5,1.2,3.2
26614,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26615,1,4,4,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,1,2.2,2.6
26616,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26617,1,4,4,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,2,1.4,3.6
26618,1,NA,5,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5,3,1.8
26619,0,4,4,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,3,2.2,3.2
26622,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26627,0,4,4,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,2,1,3.4
26630,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26631,1,6,5,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,3,2.2,3
26633,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26636,NA,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.4,1.8
26637,0,4,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1.2,3.2
26638,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.6
26639,1,7,5,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,2,2,3
26643,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26655,1,4,4,0,0,1,1,0,0,1,0,NA,0,0,0,0,0,0,1,1,1.2,3.6
26656,0,5,2,0,0,0,0,NA,0,0,0,0,1,0,1,1,1,0,1,1,1.8,3
26657,NA,4,4,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,3.4
26660,1,3,3,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,5,2.6,1.8
26665,0,4,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1.4,3
26667,0,4,4,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,NA,1.8,3.2
26672,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26674,1,4,4,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,3,1.8,3.2
26679,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26683,0,2,2,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,4,1.8,2.8
26689,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26704,1,4,4,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1.8,3
26706,0,3,3,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,2,2.2,2.4
26709,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26714,1,4,4,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,3,2.8,2.4
26720,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26722,1,4,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2.8,3.4
26725,0,3,3,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,2,1.8,3
26729,1,2,2,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,2,1.4,3.8
26730,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26733,1,7,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3.6
26734,1,4,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,2,1.2,3.2
26737,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,2,1.2,2.4
26738,0,2,2,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,2,1.8,3.6
26741,1,7,5,1,0,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1.6,2.8
26745,1,4,4,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,4,2,3
26749,0,3,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,2,2.6,3.2
26765,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26776,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26782,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26804,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26806,1,4,4,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,3,2,2
26813,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26814,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26822,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26903,1,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1.4,1.4
26904,1,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,3,1.8,3
26909,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26911,0,4,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1.2,3.8
26921,1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1.4
26924,0,4,4,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4,1.2,3.4
26930,0,7,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3
26931,1,4,4,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2,2,3.8
26932,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3.2
26935,1,8,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.4,3.4
26937,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26945,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26951,0,2,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,2,1,3.6
26952,1,5,2,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,3.8
26954,1,8,5,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,3,2.4,2.6
26956,1,4,4,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,5,3,3.2
26957,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26960,0,3,3,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,4,1.6,3.8
26962,0,3,3,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2,2.2,2.8
26966,0,8,5,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,4,2,2.75
26984,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27105,1,3,3,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,2,1.8,3.6
27106,0,8,5,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,2,1.6,2.6
27107,0,4,4,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,2,3.2,2.6
27108,1,4,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,1.4,3.4
27109,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1.2,3
27114,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,3,1,3.4
27120,1,2,2,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,2,1,3.2
27122,1,2,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1.2,3.2
27127,1,3,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,3,2.2
27130,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27131,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27136,1,3,3,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,1,3,2,3.8
27148,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1.8,3.8
27149,1,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,4,2.8,2.6
27150,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3.4,2.6
27157,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27169,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27179,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27223,1,3,3,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,4,2.2,2.6
27225,1,3,3,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,2,4,2.4
27234,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27238,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3.2
27246,1,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,3
27253,0,2,2,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2.2,3
27255,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,2,2,1.8
27260,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27262,0,2,2,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2,1,3.6
27265,0,2,2,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1.2,3.8
27267,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27268,0,4,4,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,2.8
27270,1,7,5,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,3,2.8,2.6
27271,1,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,1.8,2.2
27304,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27306,1,2,2,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,2,3.2,2.4
27308,0,7,5,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,4,1.6,2.6
27310,0,3,3,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,3,1,3.8
27319,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27320,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27325,1,3,3,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1.4,3.2
27326,1,2,2,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,3,2.2,3.2
27331,1,2,2,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,2,1.4,1.8
27338,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27346,0,7,5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2,2.2,2.6
27351,1,3,3,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,2,1,3.6
30202,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30203,0,3,3,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,2.2
30204,0,4,4,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,4
30209,0,4,4,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,3,1.4,3.2
30210,0,4,4,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,1,3.4
30211,0,3,3,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,2,2.4,2.6
30214,0,3,3,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,4,1.2,3.4
30218,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30301,1,4,4,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1.4,3.2
30302,0,3,3,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,3,2.4,3
30303,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2.6
30305,1,3,3,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1.4,4
30308,1,4,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.4,2
30312,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30318,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30502,0,3,3,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1.2,3
30503,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.2,3.2
30506,1,5,2,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,2,1,3.4
30507,0,3,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.8,3.2
30514,0,4,4,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,2,1,3.4
30515,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,2.8,2.2
30516,0,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,3.8
30518,0,4,4,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,3,1.6,3.6
30603,1,3,3,1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,3,2.4,2.8
30605,1,3,3,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,5,2.2,2.8
30606,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2.2,2.4
30607,1,3,3,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,2,2.4,2.8
30608,1,3,3,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,2,2,3.8
30609,1,4,4,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,4,3,2.4
30610,0,6,5,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,5,2.8,3
30611,1,3,3,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,3,1.6,3.4
30616,1,3,3,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,2,2.8,2.2
30618,1,3,3,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,2,1,3.4
30622,1,3,3,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,4,1,2.8
30625,1,3,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,2.8,2.2
30629,1,4,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1.4,3.6
30632,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.8
30633,1,3,3,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,2,1.2,3.2
30640,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,4,2.8,1.6
30703,0,3,3,0,0,NA,1,0,0,1,0,1,1,0,0,1,0,0,1,NA,1.2,3.6
30708,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,3,1.2,3.6
30711,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30713,0,4,4,0,0,0,NA,1,0,1,1,1,1,1,1,1,1,0,1,1,1.2,3.4
30724,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1.6,2.8
30726,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30728,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30801,1,4,4,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,3,2.2,3.2
30802,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30810,1,3,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,3.6
30811,1,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2.6
30812,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.4,2
30815,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.4,2
30820,1,4,4,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1.6,3.4
30823,1,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,3.4,2.2
30824,1,4,4,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,1,3.4
30827,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,3.6
30828,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30830,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.2,3
30832,1,3,3,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,3,1.6,3.2
30834,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.8
30903,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2.8,2.2
30905,0,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5,3.8,2
30907,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3.4
30908,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30909,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31004,0,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2.2,1.8
31007,0,4,4,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2,1,3.8
31011,1,3,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,3,2.6,2.4
31103,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2.6,1.2
31104,1,3,3,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,2,1.2,3.2
31105,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31108,1,8,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,1.4,3.2
31109,1,3,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,2.8
31110,1,4,4,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,5,1.6,3.6
31113,1,3,3,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,5,1.6,2.6
31115,0,7,5,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,2,1.6,3.2
31116,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31117,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31202,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31204,0,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1.6,3.4
31206,1,8,5,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,5,3.6,2.2
31207,1,5,2,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,4,1.4,4
31210,1,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1.4,3.2
31214,1,3,3,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,4,2.4,3.4
31310,0,3,3,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,3,2.4,3.4
31313,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31315,1,3,3,1,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,2,1,3.8
31404,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31406,1,4,4,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,3,2.2,2.4
31413,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,3.4
31419,1,4,4,0,0,1,1,1,0,NA,0,1,0,0,0,1,1,0,1,1,1.4,3
31428,0,3,3,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2,2.8
31430,0,4,4,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,3,2,2.75
31501,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31503,0,4,4,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,4
31507,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31598,1,4,4,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1.2,3.6
31603,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31604,1,4,4,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,3
31608,0,4,4,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,3.6
31610,0,4,4,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,2,1.6,3
31614,0,4,4,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,3.8
31615,1,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1.8,2
31616,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1.6,2.6
31619,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,2,1,3
32101,1,3,3,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,5,2.2,2.6
32103,1,3,3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,3,1.8,3.8
32104,0,3,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,3,2.6,2.2
32105,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32106,1,7,5,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,4,2.4,3
32107,1,3,3,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2.4,3.2
32108,1,3,3,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,3,3,2.8
32110,0,8,5,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,2,1.4,3.2
32113,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32115,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32301,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32303,0,3,3,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,4,3.8,1.8
32305,0,3,3,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,4,1,3.8
32307,0,4,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2.8
32309,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.2,3.4
32310,1,3,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,3,2.6,2.6
32315,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32316,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32317,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,3.8
32319,1,3,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,2,3.2
32323,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32325,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32602,0,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.8,2.4
32606,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32607,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32608,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
